8c:ab:8e:8b:68:20,1441,1263
28:d1:27:b9:c1:64,1235,1035
44:f4:36:c7:f6:0e,1194,1367
8c:ab:8e:8b:68:18,1165,1513
44:f4:36:c7:ad:12,1086,1370
d4:ee:07:4a:2c:ba,1081,1155
44:f4:36:c7:f0:86,1043,1226
70:2e:22:df:b5:f6,910,1149
c4:51:8d:20:33:90,880,1231
18:44:e6:a3:4d:a2,840,1052
5c:3a:3d:56:ec:e1,809,1078
c4:51:8d:20:43:30,778,1242
aa:7e:ea:37:b7:57,771,529
44:f4:36:c7:d5:8c,755,1112
28:d1:27:b9:c1:63,732,1024
18:44:e6:a3:3f:14,730,912
44:f4:36:c7:ee:4c,640,709
44:f4:36:c8:12:0a,634,1011
a4:7e:39:89:a5:46,580,1146
44:f4:36:c8:14:44,551,842
44:f4:36:c7:ee:16,545,953
c4:51:8d:20:1e:c0,540,971
c4:51:8d:20:1e:f0,538,1005
a4:7e:39:89:c2:8c,533,641
c4:51:8d:20:95:20,505,761
44:f4:36:c7:e0:ba,500,731
c4:51:8d:20:19:a0,499,967
c4:51:8d:20:19:60,480,823
90:fd:73:a3:7a:26,466,446
d6:4d:a4:1c:06:1b,465,446
a4:7e:39:89:f4:00,461,848
44:f4:36:c8:0e:f2,454,580
c4:51:8d:20:18:c0,438,630
a4:7e:39:8a:04:68,423,1012
d4:83:04:fc:46:88,415,924
c4:51:8d:20:1a:50,415,913
e4:77:23:be:56:cf,384,911
c4:51:8d:20:15:e0,384,634
18:44:e6:a3:49:9a,381,445
44:f4:36:c8:11:aa,377,495
44:f4:36:c7:df:76,360,490
18:44:e6:a3:53:fc,346,608
c4:51:8d:20:19:f0,332,546
64:9a:08:c5:6a:00,325,544
c4:51:8d:20:17:20,313,561
44:f4:36:c7:c7:b8,303,490
44:f4:36:c7:f9:0e,302,386
c4:51:8d:20:15:50,295,639
c4:51:8d:20:21:70,279,633
c4:51:8d:20:19:d0,270,734
44:f4:36:c7:c7:be,262,303
c4:51:8d:20:1f:90,256,580
c4:51:8d:20:23:50,255,466
44:f4:36:c7:c1:a6,251,316
a4:7e:39:89:cd:f0,240,378
18:44:e6:a3:3f:ce,239,333
54:75:95:86:9b:a8,234,332
44:f4:36:c7:f9:86,230,348
9c:9d:7e:17:56:69,229,285
70:2e:22:df:af:24,226,558
90:76:9f:10:7d:07,225,528
70:2e:22:df:b4:dc,225,454
c4:51:8d:20:91:70,224,537
44:f4:36:c7:e8:10,220,346
44:f4:36:c7:f8:1e,216,496
50:bd:5f:2b:0b:ea,211,349
5c:3a:3d:56:ee:21,211,348
44:f4:36:c7:b7:50,198,578
a4:7e:39:89:c2:1a,193,322
44:f4:36:c7:ef:30,188,394
c4:51:8d:20:28:a0,186,625
44:f4:36:c7:e9:12,186,546
00:50:0f:ce:96:e8,182,653
c2:68:e6:28:9e:b3,179,674
90:fd:73:a3:7a:25,174,442
44:f4:36:c7:e3:cc,173,550
c4:51:8d:20:1d:e0,171,315
60:ee:5c:68:c3:bc,170,318
18:44:e6:a3:50:9c,160,443
c4:51:8d:20:21:00,152,311
cc:34:29:09:3e:b0,145,135
54:75:95:e4:be:83,142,141
46:8c:a0:ef:dc:a3,141,316
54:75:95:e4:be:81,137,326
10:c1:72:41:ca:9c,136,181
54:a7:03:84:b1:b0,136,88
22:6d:c7:1c:72:43,135,485
c4:51:8d:20:32:50,134,365
98:8b:0a:ff:41:62,133,619
cc:34:29:09:3e:a8,131,560
18:44:e6:a3:48:a4,131,283
c4:51:8d:20:33:10,130,425
5c:3a:3d:56:ec:b1,130,229
70:2e:22:df:af:90,127,289
44:f4:36:c7:fd:88,127,147
44:f4:36:c7:e6:8a,123,420
44:f4:36:c7:f3:b6,123,295
9c:9d:7e:ce:7b:1a,122,301
c4:51:8d:20:2b:10,121,386
c4:51:8d:20:20:10,121,336
a4:7e:39:89:c1:a2,120,309
70:2e:22:df:b2:fc,117,310
c4:51:8d:20:9f:f0,116,279
40:b8:9a:83:33:f4,116,245
02:89:67:fc:5d:c0,115,276
94:e9:ee:64:ce:44,115,67
44:f4:36:c7:f3:1a,114,329
9c:9d:7e:1c:e4:8d,114,212
b4:1c:30:ad:df:98,113,181
64:6e:97:2f:97:6e,113,22
c4:51:8d:20:34:e0,112,554
f0:92:b4:3f:29:d1,112,196
80:9f:9b:f0:3e:7f,108,203
18:31:bf:ad:ee:08,108,151
44:f4:36:c7:f2:c6,107,242
18:31:bf:ad:ee:09,107,190
98:f1:81:d3:67:14,107,72
10:c1:72:42:2d:20,103,251
44:f4:36:c7:f4:52,102,264
c4:51:8d:20:1d:20,102,252
9c:9d:7e:89:76:a8,102,199
98:f1:81:d3:67:16,101,70
90:12:34:54:85:ac,101,36
c4:51:8d:20:1d:a0,100,182
c4:51:8d:20:21:c0,100,158
78:c5:f8:d7:7c:ff,99,226
98:f1:81:d3:f3:e1,99,68
bc:d1:77:b4:b8:22,96,217
98:f1:81:d3:f3:e3,96,71
18:31:bf:ad:ee:0c,94,12
c4:51:8d:20:3c:80,93,214
78:eb:14:f2:5c:be,92,308
56:75:95:d4:be:81,91,105
c4:51:8d:20:26:70,90,268
80:89:17:71:d9:52,89,286
3a:bc:1a:41:09:e7,89,206
f0:92:b4:3f:5c:89,88,146
44:f4:36:c7:eb:a6,85,154
c4:51:8d:20:67:80,84,189
88:11:96:b0:04:03,84,133
c4:51:8d:20:1e:50,82,242
c4:51:8d:20:3a:b0,82,129
c4:51:8d:20:32:d0,80,253
c4:51:8d:20:92:d0,80,155
c4:51:8d:20:25:80,79,276
62:45:b5:0a:6b:ff,79,135
e4:a7:c5:c7:6e:18,78,274
88:c3:97:dc:ae:7d,78,251
c4:51:8d:20:37:b0,78,228
f0:92:b4:34:01:c9,76,120
d4:5f:25:08:b7:25,76,70
44:f4:36:c8:06:e2,75,307
b4:43:26:ed:25:68,75,49
d4:5f:25:12:42:1e,72,128
c4:51:8d:20:35:50,71,267
44:f4:36:c7:f7:e8,71,190
60:3a:7c:49:b7:69,69,330
18:44:e6:a3:45:c2,68,197
86:ef:18:0d:d7:8e,68,164
c4:51:8d:20:4c:c0,65,180
c4:51:8d:20:27:90,64,230
38:21:87:ae:39:9c,64,117
f0:92:b4:3f:62:a1,59,132
44:f4:36:c8:0d:36,58,240
58:60:5f:c9:74:dc,58,190
50:bd:5f:24:65:4a,58,189
80:ea:07:4b:09:a3,56,18
c4:51:8d:20:1f:70,55,165
44:f4:36:c7:fa:e8,54,160
4a:ff:28:01:08:eb,54,116
c4:51:8d:20:23:00,53,214
50:2b:73:d4:61:66,50,370
20:76:93:32:56:00,50,120
c4:51:8d:20:35:b0,50,111
e2:22:86:99:71:4e,50,30
18:44:e6:a3:40:c4,49,240
44:f4:36:c8:05:c2,49,215
c4:51:8d:20:94:60,49,179
94:e9:ee:64:ce:46,49,62
18:44:e6:a3:52:f4,48,278
06:69:6c:73:c4:33,48,79
44:f4:36:c7:e0:de,47,136
dc:fe:18:16:07:1c,47,20
c4:51:8d:20:34:a0,46,195
56:75:95:a4:be:81,45,272
86:ef:18:48:64:4e,45,93
70:af:6a:1a:ea:5f,44,98
78:44:fd:4c:46:0e,43,205
c4:51:8d:20:96:e0,41,207
94:e9:ee:f4:ce:46,41,70
74:c3:30:e3:2a:96,41,54
e4:f3:f5:48:ae:5e,40,72
54:75:95:eb:a2:74,38,132
80:c7:c5:d8:77:d7,38,69
94:e9:ee:f4:ce:44,38,56
60:3a:7c:49:b7:6b,38,35
f0:92:b4:34:0e:81,37,84
44:f4:36:c7:c4:a0,37,26
bc:54:fc:e9:7c:ee,36,246
00:3a:99:c6:1b:40,35,122
c4:51:8d:20:1e:90,35,105
98:f1:81:d3:f4:4a,35,19
5c:3a:3d:56:ee:79,34,48
10:c1:72:4f:9a:1c,33,33
b4:1c:30:fe:e6:4f,32,181
98:f1:81:d3:f4:4c,32,57
10:c1:72:41:e4:28,32,22
bc:54:fc:0d:a5:71,32,6
10:c1:72:40:d6:9c,31,52
82:ea:07:6b:09:a3,31,22
fc:7c:02:b2:59:8f,30,294
cc:81:da:d4:10:f8,30,116
9c:9d:7e:65:40:42,30,10
fc:7c:02:b2:09:37,29,185
10:c1:72:41:08:38,29,146
de:fe:18:16:07:1a,29,88
c4:51:8d:20:73:20,29,88
d8:15:0d:6c:f4:70,29,83
10:c1:72:41:83:78,28,51
fc:f2:9f:2e:0f:2e,28,44
06:05:88:13:16:8a,28,25
50:d2:f5:69:5a:a2,28,12
44:f4:36:c7:ef:7e,27,92
c4:51:8d:1f:8f:80,27,77
64:6e:97:09:37:8c,26,342
b0:95:8e:e3:29:ab,25,340
c4:51:8d:1f:91:70,25,171
a4:7e:39:89:b5:36,25,90
06:69:6c:73:c3:eb,24,48
9c:e9:1c:3f:6a:8e,24,44
44:f4:36:c7:e5:3a,24,37
10:c1:72:41:fc:54,23,110
44:f4:36:c7:f6:d4,23,85
00:0c:43:76:50:f8,23,3
d2:7e:35:c3:b3:b6,22,146
06:69:6c:73:c3:c7,22,13
08:6b:d1:8b:3a:a0,21,97
c4:51:8d:20:2a:e0,20,104
b2:05:88:5b:2f:0c,20,69
0c:d8:6c:14:1d:04,20,37
8c:a6:df:8c:5b:1d,20,33
c4:51:8d:20:33:a0,19,145
c4:51:8d:20:92:a0,19,106
70:2e:22:df:b6:ec,19,46
76:40:bb:75:47:06,19,36
18:69:da:76:f7:fe,19,18
a4:9b:4f:52:1b:e8,18,117
44:13:d0:0a:f2:10,18,103
10:c1:72:41:4f:a0,18,45
a4:7e:39:89:90:dc,18,37
98:f1:81:d3:f4:f1,18,31
98:f1:81:d3:f4:ef,18,24
9a:d6:72:c3:b2:75,18,18
34:29:12:c5:61:58,18,3
00:3a:99:c6:15:00,17,208
62:3a:7c:a6:db:6b,17,127
98:f1:81:d3:ed:ab,17,8
6a:52:b1:ac:b3:26,16,152
8c:53:c3:e4:44:5c,16,135
f4:83:cd:bf:72:66,16,46
44:f4:36:c8:08:74,16,39
b8:3a:08:f8:cb:b1,16,12
c4:51:8d:20:2b:80,15,150
1c:68:7e:50:bc:b8,15,132
44:f4:36:c7:fb:96,15,130
06:69:6c:73:c4:bf,15,36
50:fa:84:57:53:3c,15,34
06:05:88:13:16:89,15,22
44:f4:36:c8:09:46,14,75
90:ad:f7:21:57:b2,14,75
b8:f8:83:16:29:4a,14,51
10:c1:72:41:b3:d0,13,60
c6:bb:4c:1c:67:98,13,17
34:78:39:11:a6:f9,13,12
60:3a:7c:f6:db:6b,12,103
f4:83:cd:ee:ef:75,12,79
c4:51:8d:1f:89:60,12,54
f0:92:b4:3a:f1:71,12,47
a4:7e:39:89:c8:80,12,39
a4:9b:4f:52:1b:ed,12,23
98:f1:81:d3:f4:5b,12,20
98:f1:81:d3:ed:ad,12,18
44:f4:36:c7:e1:74,11,59
c4:51:8d:1f:8d:30,11,46
98:f1:81:d3:f4:49,11,40
3c:fa:43:2c:ac:70,11,34
d4:83:04:26:c9:c8,11,32
c0:bf:c0:91:ad:68,11,16
50:d2:f5:61:db:2b,11,6
bc:54:fc:89:5e:56,11,4
ba:80:35:4c:92:d0,10,87
c4:51:8d:20:3c:20,10,33
04:95:e6:e8:a9:21,10,32
c8:3a:35:78:4c:f1,10,17
50:db:3f:cb:b8:c0,10,12
98:f1:81:d3:ee:41,10,10
18:69:da:62:72:0e,10,9
c4:51:8d:1f:8c:f0,9,60
98:f1:81:d3:67:11,9,52
c4:51:8d:1f:8d:50,9,52
a4:7e:39:89:e7:76,9,37
44:f4:36:c8:01:06,9,34
a8:41:22:22:38:58,9,22
64:6e:97:2f:97:6c,9,19
a2:75:3b:73:83:d6,9,13
10:c1:72:41:9a:60,9,10
b2:b8:e6:92:4c:3c,9,10
bc:54:fc:8b:63:ec,9,7
d8:9b:3b:3a:de:40,9,2
34:78:39:14:4e:94,8,45
98:f1:81:d3:f3:e0,8,38
10:c1:72:43:66:c0,8,29
78:62:56:e9:78:81,8,21
98:f1:81:d3:ee:43,8,12
44:f4:36:c8:08:02,8,11
10:c1:72:41:e3:3c,8,11
34:bd:f9:c2:fc:38,8,7
24:00:fa:4c:2e:10,8,5
ce:c8:4b:67:33:19,7,94
a4:7e:39:89:ff:3a,7,63
6a:db:54:2d:0e:94,7,53
98:f1:81:d3:67:13,7,38
88:c3:97:bd:35:fe,7,30
d8:9b:3b:3a:de:41,7,21
10:c1:72:41:e4:68,7,9
28:6c:07:6e:95:fa,7,6
b8:3a:08:f8:cb:b5,7,3
44:f4:36:c7:d4:de,6,146
44:f4:36:c8:11:4a,6,53
06:05:88:13:16:88,6,52
c4:51:8d:1f:89:20,6,44
84:c9:c6:23:e7:00,6,35
92:66:a5:5a:4a:94,6,33
c4:a3:66:3f:8b:60,6,29
28:f3:66:ee:04:cb,6,25
fc:d7:33:c4:cc:5a,6,24
0c:d8:6c:83:02:12,6,24
d0:c7:c0:87:e3:8e,6,22
b8:80:35:3c:92:d0,6,21
7c:b5:9b:0d:9a:a7,6,21
b4:cd:27:dc:a5:89,6,18
ea:5a:d1:19:17:2d,6,14
f0:92:b4:eb:10:16,6,13
d4:b1:10:1a:40:70,6,11
d8:9b:3b:fa:de:40,6,10
00:0c:43:76:20:b0,6,9
98:f1:81:d4:ea:28,6,9
98:f1:81:d3:f4:59,6,4
d8:9b:3b:3a:de:42,6,2
00:b0:0c:1a:1a:40,5,117
44:f4:36:c7:f7:b2,5,103
54:a7:03:84:b1:ae,5,66
34:6b:5b:c2:d6:c0,5,66
82:ea:07:6b:09:a1,5,64
34:80:b3:16:d7:10,5,57
44:f4:36:c8:04:48,5,57
80:8f:1d:76:c7:f3,5,54
a4:7e:39:89:9f:7c,5,38
98:f1:81:d3:f4:47,5,27
44:f4:36:c8:07:c6,5,22
7c:b5:40:48:3e:8a,5,15
b0:c0:90:3a:b1:1e,5,14
b0:df:c1:60:ac:51,5,9
00:21:d8:35:74:a0,4,68
98:f1:81:d3:f3:de,4,67
c4:51:8d:20:2d:70,4,47
a4:9b:4f:52:1b:e9,4,42
c4:51:8d:20:27:b0,4,40
c4:51:8d:1f:86:f0,4,34
94:e9:ee:64:ce:40,4,32
00:23:c9:91:82:18,4,29
f4:b5:aa:52:40:ea,4,29
80:89:17:18:a9:7c,4,23
60:3a:7c:1e:a3:de,4,20
c4:51:8d:1f:97:30,4,12
e8:5a:d1:78:d7:cd,4,11
44:f4:36:c7:b5:e8,4,11
b4:fb:f9:46:44:a4,4,11
64:09:80:1b:2d:bb,4,10
34:78:39:11:c4:12,4,2
c4:36:55:f4:89:ea,3,121
44:f4:36:c8:00:fa,3,57
c8:3a:35:4d:da:60,3,48
c4:51:8d:20:92:90,3,36
fc:94:ce:a1:6b:e8,3,35
d8:c8:e9:d4:de:d0,3,32
14:79:f3:2e:19:98,3,30
c4:51:8d:20:96:20,3,26
c4:51:8d:20:49:f0,3,21
82:0d:9e:86:62:79,3,21
90:83:4b:58:6a:99,3,21
6a:db:54:1f:f1:34,3,19
d0:c7:c0:9b:4d:16,3,19
94:e9:ee:64:ce:45,3,17
de:ed:2a:e4:66:a2,3,17
00:50:0f:cf:0c:28,3,15
f0:92:b4:b9:04:49,3,15
98:f1:81:d5:05:29,3,14
1c:25:e1:20:1c:aa,3,12
c4:51:8d:20:95:a0,3,12
70:2e:22:df:b2:96,3,12
f0:92:b4:c3:b9:a9,3,11
88:6a:b1:0c:84:6e,3,11
80:ea:07:4b:09:a1,3,10
44:f4:36:c7:e1:08,3,6
18:69:da:e8:02:8e,3,5
b0:d5:9d:c4:4b:50,3,5
44:f4:36:c7:d7:96,3,4
54:66:6c:56:b8:d0,3,3
34:96:72:56:73:a6,3,3
cc:f0:fd:db:e2:10,3,1
00:3a:99:c5:fe:30,2,88
d6:44:16:6c:e0:5e,2,66
54:75:95:22:d8:ee,2,62
80:89:17:f9:8b:00,2,55
56:75:95:ab:a2:74,2,40
c4:51:8d:20:93:d0,2,40
36:78:39:34:4e:94,2,38
a4:7e:39:89:b4:46,2,31
28:2c:b2:7a:e7:f8,2,27
f4:83:cd:c0:53:54,2,24
c4:51:8d:1f:88:80,2,24
10:c1:72:42:2d:48,2,23
cc:2d:21:e7:20:50,2,22
44:22:95:8b:4d:fe,2,22
f0:92:b4:c0:bd:59,2,19
98:f1:81:d3:f4:58,2,18
98:f1:81:d3:f4:ee,2,17
c4:51:8d:20:92:e0,2,15
fc:94:ce:a5:7c:68,2,14
04:79:70:5c:d4:6c,2,14
0c:d8:6c:95:6a:66,2,12
14:3c:c3:52:96:e8,2,12
18:44:e6:a3:4c:ee,2,12
f0:92:b4:34:ef:d1,2,11
d8:c8:e9:84:dc:d8,2,11
a2:ec:fa:70:d5:64,2,10
f8:9a:78:e2:48:24,2,10
98:f1:81:d5:05:26,2,10
74:9d:8f:b9:9b:58,2,9
18:69:da:68:c0:ee,2,8
34:78:39:11:a6:f8,2,5
f4:83:cd:86:71:d0,2,4
00:3a:99:c6:05:30,1,55
bc:54:fc:0d:a5:6f,1,31
f0:92:b4:34:13:b9,1,26
d8:9b:3b:3a:de:3d,1,25
98:f1:81:d4:ea:23,1,23
30:99:35:12:01:68,1,22
a4:7e:39:89:95:74,1,22
dc:fe:18:67:d2:26,1,16
fc:d7:33:57:76:6e,1,15
54:75:95:e1:b1:c0,1,13
98:f1:81:d3:ee:3e,1,13
30:fc:68:ff:25:71,1,12
d8:c8:e9:44:f0:00,1,12
b0:95:8e:07:92:94,1,11
20:76:93:3a:b1:a8,1,11
9c:e9:1c:3f:84:16,1,11
d4:5f:25:11:fb:7d,1,11
44:f4:36:c7:ac:70,1,10
98:f1:81:d3:ed:aa,1,10
06:69:6c:88:28:7e,1,10
e8:5a:d1:69:17:2d,1,10
c4:36:55:67:40:ad,1,10
ca:9e:93:38:15:3a,1,10
c4:51:8d:1f:96:e0,1,9
d8:c8:e9:00:0f:a0,1,9
1c:13:86:dd:a1:31,1,8
